颈椎综合征,其它,特征,其它,颈椎间盘退行性病变
颅咽管瘤,其它,治疗,诊断方案,优甲乐
颅咽管瘤,其它,治疗,其它,强的松
舒尼替尼,其它,治疗,其它,晚期肾癌
舒尼替尼,其它,治疗,其它,转移性肾透明细胞癌
甲状腺未分化癌细胞,其它,治疗,其它,多激酶抑制剂索拉非尼单药
索拉非尼,其它,治疗,其它,索拉非尼
二甲双胍,其它,治疗,病名,甲状腺未分化癌
代谢综合征,其它,并发,病症,甲状腺功能减退症
代谢综合征,其它,特征,其它,甲状腺激素水平降低
代谢综合征,其它,危险因素,其它,血尿酸水平升高
代谢综合征,其它,危险因素,其它,胰岛素抵抗
核素骨显像,其它,治疗,其它,分化型甲状腺癌骨转移
正甲状腺癌,其它,包含,其它,内分泌恶性肿瘤
甲状腺癌,其它,危险因素,病症,淋巴结转移
甲状腺相关眼病,病症,包含,病名,自身免疫性疾病
甲状腺相关眼病,病症,特征,其它,眼球突出
甲状腺相关眼病,病症,特征,其它,眼睑退缩
甲状腺相关眼病,病症,特征,其它,复视
中央区淋巴结清扫,其它,治疗,其它,颈淋巴结阴性甲状腺微小癌
细针穿刺细胞学检查,其它,诊断,其它,甲状腺结节
经口入路腔镜,其它,治疗,病名,甲状腺疾病
维甲酸,其它,治疗,其它,甲状腺癌
维甲酸,其它,治疗,其它,甲状腺癌
超声检查,诊断方案,诊断,其它,甲状腺结节
核素显像联合超声检查,其它,诊断,其它,甲状腺结节
正席汉综合征,其它,特征,其它,无菌性炎症
腔镜下经胸乳入路甲状腺切除术,其它,治疗,其它,甲状腺乳头状癌
地塞米松,其它,治疗,其它,甲状腺功能亢进甲亢
甲状腺乳头状癌,其它,治疗,其它,地塞米松
甲亢手术,其它,治疗,其它,地塞米松
改良甲状腺次全切除术,其它,治疗,其它,甲状腺功能亢进症甲亢
边切边缝法,其它,治疗,其它,良性甲状腺肿块
原发性甲状旁腺功能亢进症,其它,特征,其它,慢性骨病
原发性甲状旁腺功能亢进症,其它,特征,其它,泌尿系结石
原发性甲状旁腺功能亢进症,其它,特征,其它,消化性溃疡
原发性甲状旁腺功能亢进症,其它,诊断,其它,血钙检查
脑梗死心源性脑栓塞,其它,特征,其它,大小便失禁
腹腔镜下乳晕入路手术切除,其它,治疗,其它,例甲状腺肿瘤
内镜手术,治疗方案,治疗,其它,甲状腺疾患
甲状腺功能亢进甲亢,其它,特征,其它,体重下降
经腔镜下甲状腺大部分切除术,其它,治疗,病症,甲亢
甲状腺素,其它,治疗,其它,腹腔注射左旋甲状腺素
细针穿刺活检,其它,诊断,其它,甲状腺结节标本
甲状腺功能,其它,包含,其它,甲状腺功能减低甲减组
甲状腺功能,其它,包含,其它,亚临床甲状腺功能减低亚甲减组
甲状腺恶性肿瘤,病症,包含,其它,分化型甲状腺癌
功能性颈清术,其它,治疗,其它,分化型甲状腺癌
血管内皮生长因子,其它,治疗,病症,甲状腺肿
重组人生长激素,其它,治疗,其它,垂体性侏儒症
自家免疫性甲状腺炎,其它,包含,病症,甲状腺肿
甲亢合并肌病,其它,特征,其它,弥漫性甲亢伴发肌肉病变
先天性甲状腺功能减低,其它,别名,其它,甲低
正粘液水肿心脏病,其它,治疗,其它,甲状腺素
甲状腺恶性肿瘤,病症,包含,其它,甲状腺乳头状癌
双侧甲状腺大部切除术,其它,治疗,其它,多发性甲状腺腺瘤
